Artist Name,Album Title,Track Title,Record Label,Year,Genre,Style,Tag,Comment,Discogs Release ID
Moondog,Moondog,,Columbia Masterworks,1969,Jazz,Big Band,Drums,,https://www.discogs.com/release/519447
"Moonglows, The",The Return Of The Moonglows,SINCERELY,RCA Victor,1972,Funk / Soul,Doo Wop,Drums,,https://www.discogs.com/release/2739671
Moonpie,Moonpie,Ebony Jam,Lanark Records,1977,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/2508837
Morris Albert,After We've Left Each Other,Ways Of Fire / Boombamakaoo,Metronome,1975,Rock,Pop Rock,Drums,,https://www.discogs.com/release/4478568
Morris Chapman,The Lord Reigns,The Lord Reigns,Myrrh,1980,Funk / Soul,Gospel,Drums,,https://www.discogs.com/release/2896481
Mosaic,Mosaic,I'm Just A Primitive Bebop Caveman,LMI Records,1978,Jazz,Soul-Jazz,Drums,,https://www.discogs.com/release/87436
Mosaik,Mosaik N° 1,Grippe Trip,Not On Label,1977,Jazz,Jazz-Rock,Drums,,https://www.discogs.com/release/5139193
Mose Jones,Blackbird,Ain't No Time (Like The Present),RCA Victor,1978,Rock,Southern Rock,Drums,,https://www.discogs.com/release/3130294
Mother Freedom Band,Cutting The Chord,,All Platinum,1977,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/1242388
Mother Trucker,Mother Trucker,Love In Them There Hills,Ember Records,1975,Rock,Glam,Drums,,https://www.discogs.com/release/4642219
Mother's Finest,Iron Age,Gone With Th' Rain,Epic,1981,Rock,Funk Metal,Drums,,https://www.discogs.com/release/987608
Mother's Finest,Mother's Finest,Feelin' Alright,Epic,1976,Rock,Funk Metal,Drums,,https://www.discogs.com/release/1548256
"Motherhood, The",I Feel So Free,Back In The Grass,United Artists Records,1969,Jazz,Psychedelic,Drums,,https://www.discogs.com/release/3692153
Motherlode,When I Die,"Hard Life, Soft Shell",Buddah Records,1969,Rock,Pop Rock,Drums,,https://www.discogs.com/release/1067905
Motor City Rollers,Stevie Wonder Songbook,Superstition,Pickwick,1977,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1644112
"Motor City Rollers, The",Sounds Like The Very Best Of Stevie Wonder,,Pickwick,1980,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/3751083
Mount Rushmore,'69,Toe Jam,Dot Records,1969,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/1076988
Mountain,Mountain Live: The Road Goes Ever On,Long Red,Bell Records,1972,Rock,Classic Rock,UBB,,https://www.discogs.com/release/1581259
Mountain,Avalanche,Satisfaction,Columbia,1974,Rock,Blues Rock,Drums,,https://www.discogs.com/release/2142160
Mountain,Go For Your Life,She Loves Her Rock (And She Loves It Hard),Scotti Bros. Records,1985,Rock,,Drums,,https://www.discogs.com/release/3750673
Mouth & MacNeal,Mouth & MacNeal,"Hey, You Love",Decca,1971,Rock,Blues Rock,Drums,,https://www.discogs.com/release/1994760
"Move, The",Looking On,Feel Too Good,Fly Records,1970,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/1881243
Movement In The City,Black Teardrops,Lament,The Sun,1981,Jazz,Fusion,Drums,,https://www.discogs.com/release/1026724
Moxy,Moxy,,Polydor,1975,Rock,Hard Rock,Drums,,https://www.discogs.com/release/2071541
"MPS Rhythm Combination & Brass Leader: Peter Herbolzheimer, The",My Kind Of Sunshine,,MPS Records,1972,Jazz,Soul-Jazz,Drums,,https://www.discogs.com/release/817113
Mr. Bloe,Groovin With Mr. Bloe,"Groovin' With Mr. Bloe, Mighty Mouse",DJM Records,1970,Rock,Soul,Drums,,https://www.discogs.com/release/1517363
Mtume,Juicy Fruit,"Juicy Fruit,  Would You Like To (Fool Around),  Ready For Your Love,  The After 6 Mix (Juicy Fruit Part II)",Epic,1983,Electronic,Boogie,Drums,,https://www.discogs.com/release/567894
Mtume,"You, Me And He","You, Me And He",Epic,1984,Funk / Soul,Contemporary R&B,Drums,,https://www.discogs.com/release/588323
Mulatu Astatke,Mulatu Of Ethiopia,Kasalefkut-Hulu,Worthy Records,2003,Jazz,Soul-Jazz,Drums,,https://www.discogs.com/release/1279995
Murphy Blend,First Loss,Speed Is Coming,Kuckuck,1970,Rock,Prog Rock,Drums,,https://www.discogs.com/release/430276
Murphy's Law,Urban Renewal,"Urban Renewal : Medley From West Side Story (America, Somewhere, Prologue, Cool) / Rhapsody In Blue",ABC Dunhill,1975,Jazz,Folk Rock,Drums,,https://www.discogs.com/release/2532996
"Music Factory, The",Scoop!,Lame Duck,Peer International Library Limited,1974,Electronic,Theme,Drums,,https://www.discogs.com/release/2860841
Mustafa Özkent Ve Orkestrası,Gençlik İle Elele,Dolana Dolana,Finders Keepers Records,2006,Electronic,Lounge,Drums,,https://www.discogs.com/release/993780
Mutzie,Light Of Your Shadow,The Light Of Your Shadow (In Two Movements),Sussex,1970,Jazz,Psychedelic Rock,Drums,,https://www.discogs.com/release/2319595
Mwanamke Mwafrika,African Woman Abroad,Dem Took I Away,African Woman,1982,Reggae,,Drums,,https://www.discogs.com/release/2942357
Myrth,Myrth,,RCA Victor,1969,Rock,Brass Band,Drums,,https://www.discogs.com/release/1146344
"Nanette, Tony Roman",Fleurs D'Amour Fleurs D'Amitié,Hey Joe ,Canusa,1968,Rock,Rock & Roll,Drums,,https://www.discogs.com/release/7487528
Naniwa Express = 浪花エキスプレス,Daiuchuhmugenryokushin = 大宇宙無限力神,9th Mountain High,CBS/Sony,1982,Jazz,Fusion,Drums,,https://www.discogs.com/release/6988321
Nantucket,Nantucket,Real Romance,Epic,1978,Rock,Hard Rock,Drums,,https://www.discogs.com/release/11614283
Nantucket,No Direction Home,Hiding From Love,RCA,1983,Rock,Hard Rock,Drums,,https://www.discogs.com/release/2789172
"Naptown Afro-Jazz Quintet, The",Naptown Jazz,,Naptown Jazz Records,1980,Jazz,,Drums,,https://www.discogs.com/release/1780449
Narada Michael Walden,"I Cry, I Smile",Soul Bird,Atlantic,1977,Funk / Soul,,Drums,,https://www.discogs.com/release/1793245
Narada Michael Walden,Soul Bird,,Atlantic,1977,Funk / Soul,Disco,Drums,,https://www.discogs.com/release/7213675
Narada Michael Walden,The Dance Of Life,You're Soo Good,Atlantic,1979,Jazz,Disco,Drums,,https://www.discogs.com/release/758399
"Nashville Teens, The",Tobacco Road,Bread And Butter Man,Decca,1964,Rock,Rock & Roll,Drums,,https://www.discogs.com/release/542113
Nat Adderley,"You, Baby",New Orleans,A&M Records,1968,Jazz,Soul-Jazz,Drums,,https://www.discogs.com/release/2611384
Nat McCoy,Soul,Funky Mule,Dobre Records,1979,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1510600
Nat Riggins,Keep On Doin' What You're Doin',Keep On Doin' What You're Doin',Professional Artist,1976,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/5662348
Nat Stuckey,New Country Roads,,RCA Victor,1969,"Folk, World, & Country",Country,Drums,,https://www.discogs.com/release/3896918
Natural Four,Heaven Right Here On Earth,What's Happening Here,Curtom,1975,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/563155
Nature's Divine,In The Beginning,Success,Infinity Records,1979,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/941667
Nazareth,Close Enough For Rock 'N' Roll,"Born Under The Wrong Sign, You're The Violin",Vertigo,1976,Rock,Hard Rock,Drums,,https://www.discogs.com/release/902181
Nazareth,Hair Of The Dog,Hair Of The Dog,A&M Records,1975,Rock,Hard Rock,Drums,,https://www.discogs.com/release/1760066
Nazareth,Loud 'N' Proud,,A&M Records,1973,Rock,Hard Rock,Drums,,https://www.discogs.com/release/2072343
Nazareth,Loud'N'Proud,The Ballad Of Hollis Brown,Vertigo,1974,Rock,Hard Rock,Drums,,https://www.discogs.com/release/548057
Nazareth,The Catch,"This Month's Messiah, Road To Nowhere",Vertigo,1984,Rock,,Drums,,https://www.discogs.com/release/2995192
Neerlands Hoop In Bange Dagen,Hoezo Jeugdsentiment?...,Ik Heb Geen Zin Om Op Te Staan,EMI Holland,1976,Jazz,Soul-Jazz,Drums,,https://www.discogs.com/release/1301926
Neil Merryweather,Space Rangers,Hollywood Blvd.,Mercury,1974,Rock,Prog Rock,Drums,,https://www.discogs.com/release/1158212
Neil Norman,Not Of This Earth,,GNP Crescendo,1978,Rock,Glam,Drums,,https://www.discogs.com/release/1555276
Neil Norman And His Cosmic Orchestra,Greatest Science Fiction Hits,,GNP Crescendo,1980,Electronic,Soundtrack,Drums,,https://www.discogs.com/release/2127287
Nena,? (Fragezeichen),Lass Mich Dein Pirat Sein,CBS,1984,Electronic,New Wave,Drums,,https://www.discogs.com/release/378584
Nena,Irgendwie Irgendwo Irgendwann,Lass Mich Dein Pirat Sein,CBS,1984,Electronic,New Wave,Drums,,https://www.discogs.com/release/513541
Neon,Neon,,Merge Records,2007,Rock,Alternative Rock,Drums,,https://www.discogs.com/release/968765
Neoton Família,Neoton Disco,California Dreaming (Kaliforniáról Álmodom),Pepita,1978,Electronic,Pop Rock,Drums,,https://www.discogs.com/release/910071
Network,Nightwork,,Epic,1978,Rock,Pop Rock,Drums,,https://www.discogs.com/release/1809912
Neu!,Neu! 2,Super 16,Grönland Records,2010,Electronic,Krautrock,Drums,,https://www.discogs.com/release/2376404
"New Apocalypse, The",Stainless Soul,"Junkshop, Get Outta My Life Woman",MTA Records,1969,Jazz,Psychedelic Rock,Drums,,https://www.discogs.com/release/1134624
"New Birth, The",Birth Day,,RCA Victor,1972,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/414595
"New Birth, The",Comin' From All Ends,"I Wash My Hands Of The Whole Damn Deal, Comin' From All Ends",RCA Victor,1974,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1027365
"New Birth, The",It's Been A Long Time,Keep On Doin' It,RCA Victor,1973,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1457121
"New Birth, The",The New Birth,Do The Funky Chicken,RCA Victor,1970,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1166225
"New Cactus Band, The",Son Of Cactus,"I Can't Wait, It's Just A Feelin'",Atco Records,1973,Rock,Hard Rock,Drums,,https://www.discogs.com/release/1559385
"New Dance Orchestra, The",Out Of Moods / Sounds With It,Colt 45,Boosey & Hawkes,1969,Jazz,,Drums,,https://www.discogs.com/release/2713225
"New Dave Pike Set & Grupo Baiafro In Bahia, The",Salomão,,MPS Records,1972,Jazz,Bossa Nova,Drums,,https://www.discogs.com/release/2804859
"New Faces, The",The Sounds Of The Villa,TSOV,Tremont,1977,Jazz,Lounge,Drums,,https://www.discogs.com/release/9407010
"New Freedom Singers, The",Oh Happy Day,Put Your Hand In The Hand,Music For Pleasure,1972,Funk / Soul,Gospel,Drums,,https://www.discogs.com/release/2155331
"New Freedom Singers, The",Put Your Hand In The Hand,PUT YOUR HAND IN THE HAND,Music For Pleasure,,Funk / Soul,Gospel,Drums,,https://www.discogs.com/release/806689
New Golden Wings,"It's Rough, It's Tough","It's Rough, It's Tough",The World Of Gospel,1983,Funk / Soul,Gospel,Drums,,https://www.discogs.com/release/5390422
New Heavenly Blue,Educated Homegrown,New Heavenly Blue,RCA Victor,1970,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/5393349
New Hope,GodOfAllOfUs,,Light Records,1972,Rock,Religious,Drums,,https://www.discogs.com/release/5665330
"New Lee Dorsey, The",Working In The Coal Mine - Holy Cow,"Working In The Coal Mine,  Get Out My Life, Woman; ""Working In The Coalmine"" is also on Lee Dorsey's single, Lee Dorsey – Working In The Coal Mine / Mexico. The drum break can be found on both releases., ""Get Out My Life, Woman"" is also on Lee Dorsey's single, Lee Dorsey – Get Out Of My Life, Woman, and LP, Lee Dorsey – Ride Your Pony – Get Out Of My Life Woman. The drum break can be found on all three releases.",Amy,1966,Funk / Soul,Bayou Funk,Drums,,https://www.discogs.com/release/2096732
New Order,Brotherhood,Paradise,Factory,1986,Electronic,Alternative Rock,Drums,,https://www.discogs.com/release/35892
New Order,Low-life,"The Perfect Kiss, This Time Of Night, Sooner Than You Think",Factory,1985,Electronic,Alternative Rock,Drums,,https://www.discogs.com/release/71229
New Order,Movement,"Truth, Doubts Even Here, Denial",Factory,1981,Rock,New Wave,Drums,,https://www.discogs.com/release/28847
New Order,"Power, Corruption & Lies",5 8 6,Factory,1983,Electronic,New Wave,Drums,,https://www.discogs.com/release/28848
New Riders Of The Purple Sage,Brujo,Ashes of Love,Columbia,1974,Rock,Folk Rock,Drums,,https://www.discogs.com/release/2142179
New Riders Of The Purple Sage,The Adventures Of Panama Red,Kick In The Head,Columbia,1973,Rock,Folk Rock,Drums,,https://www.discogs.com/release/1583839
"New Tony Williams Lifetime, The",Believe It,Mr. Spock,Columbia,1975,Jazz,Fusion,Drums,,https://www.discogs.com/release/969987
"New York Community Choir, The",Express Yourself / Have A Good Time,,RCA Victor,1977,Funk / Soul,Disco,Drums,,https://www.discogs.com/release/447374
New York Jazz Quartet,Oasis,The Patient Prince,Enja Records,1981,Jazz,Bop,Drums,,https://www.discogs.com/release/3518292
New York Rock Ensemble,Freedomburger,Goodnight Irene,Columbia,1972,Rock,Folk Rock,Drums,,https://www.discogs.com/release/1745320
"New York Rock Ensemble, The",Roll Over,Running Down The Highway,Collectors' Choice Music,1998,Rock,Pop Rock,Drums,,https://www.discogs.com/release/4003614
Newban,Newban,Magic Lady,Guinness Records,1977,Funk / Soul,Jazz-Funk,Drums,,https://www.discogs.com/release/805660
Ney Matogrosso,Ney Matogrosso ,,Ariola,1981,Latin,MPB,Drums,,https://www.discogs.com/release/13940863
Niagara,Niagara,"Sangandongo, Malanga",United Artists Records,1970,Jazz,Afro-Cuban,Drums,,https://www.discogs.com/release/803508
Niagara,S.U.B.,Kattarh,United Artists Records,1972,Jazz,Fusion,Drums,,https://www.discogs.com/release/814234
Nicholas Flagello And Walter Murphy,Untitled,"Nicholas Flagello – She'll Be Comin' Round The Mountain - Jazz Rock, Walter Murphy – Hocus Pocus",Major Records,1974,Stage & Screen,Soundtrack,Drums,,https://www.discogs.com/release/2769521
Nichols,Nichols ,,Blue Note,2021,Jazz,Bop,Drums,,https://www.discogs.com/release/28524196
Nick Ingman,Big Beat,Heartbeat,Music De Wolfe,1973,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/1716598
Nick Ingman,Terminator,,EMI,1976,Jazz,Jazz-Rock,Drums,,https://www.discogs.com/release/2772850
Nick Perito,Stimulus Progression 5,,MUZAK,1973,Pop,Easy Listening,Drums,,https://www.discogs.com/release/2374156
Nicky Cruz,"Outreach / Life Story (Live At The J.F.K. Center, Wash., D.C.",,Nicky Cruz Outreach,1972,Non-Music,Religious,Drums,,https://www.discogs.com/release/6234014
Nico Fidenco,La Ragazzina - Colonna Sonora Originale,The Graft,CAM,1974,Jazz,Soul-Jazz,Drums,,https://www.discogs.com/release/7356464
Nico Gomez And His Afro Percussion Inc.,Ritual,Baila Chibiquiban,Omega International,1971,Jazz,Afro-Cuban Jazz,Drums,,https://www.discogs.com/release/521245
Nicola Piovani,Daniele E Maria (Colonna Sonora Originale Del Film),,Beat Records Company,1972,Jazz,Soundtrack,Drums,,https://www.discogs.com/release/2996770
Nicolette Larson,Nicolette,Rhumba Girl,Warner Bros. Records,1978,Rock,Pop Rock,Drums,,https://www.discogs.com/release/646692
Niebiesko-Czarni,Alarm!,"Hej, Wracajcie Chłopcy Na Wieś = Boys, Go Back To The Village",Polskie Nagrania Muza,1985,Rock,Folk Rock,Drums,,https://www.discogs.com/release/1731192
Niebiesko-Czarni,"Rock-Opera ""Naga II""",Dobrzy Ludzie = The Good People,Polskie Nagrania Muza,1972,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/2434837
Niemen,Niemen,,AMIGA,1973,Rock,Art Rock,Drums,,https://www.discogs.com/release/470393
Niemen Enigmatic,Niemen Enigmatic,Zechcesz Mnie Zechcesz (You Will Want Me),Polskie Nagrania Muza,1971,Rock,Prog Rock,Drums,,https://www.discogs.com/release/1121518
"Nighthawks, The",Rock 'n' Roll,,Varrick Records,1983,Rock,Blues Rock,Drums,,https://www.discogs.com/release/3066168
Nilo Toledo,Jazz In The Sun With Nilo Toledo,,Hoctor Records,1975,Jazz,Funk,Drums,,https://www.discogs.com/release/3177548
Nilo Toledo,Jazz Jazz Jazz You Can Do It,Dance Combo,Stepping Tones,,Jazz,Funk,Drums,,https://www.discogs.com/release/7960059
Nils Landgren,Streetfighter,Sex Machine,Frituna,1984,Electronic,Electro,Drums,,https://www.discogs.com/release/1825860
Nilsson,Harry,Rainmaker,RCA,1978,Pop,Vocal,Drums,,https://www.discogs.com/release/3758181
Nilüfer,Selam Söyle,Kim Kime Dum Duma,CBS,1976,Pop,Vocal,Drums,,https://www.discogs.com/release/5714137
Nina Hagen Band,Nina Hagen Band,Rangehn,CBS,1978,Rock,New Wave,Drums,,https://www.discogs.com/release/5552628
Nina Simone,Broadway - Blues - Ballads,See-Line Woman,Philips,2016,Jazz,Soul-Jazz,Drums,,https://www.discogs.com/release/8835801
Nina Simone,It Is Finished,Funkier Than A Mosquito's Tweeter,RCA,1974,Jazz,Soul,Drums,,https://www.discogs.com/release/1437674
Nino Ferrer,Blanat,Michael And Jane,Disques La Taillade,1979,Rock,Chanson,Drums,,https://www.discogs.com/release/1671749
Nino Tempo & 5th Ave. Sax,Come See Me 'Round Midnight,"What Now My Love, Roll It",A&M Records,1974,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/3206060
Nirvana,Bleach,"Scoff, Mr. Moustache, Sifting",Sub Pop,2011,Rock,Grunge,Drums,,https://www.discogs.com/release/3742283
Nirvana,Local Anaesthetic,Modus Operandi (Method Of Work),Vertigo,1971,Rock,Art Rock,Drums,,https://www.discogs.com/release/2702602
Nite People,P.M.,Rock Island Line,Page One,1970,Rock,Psychedelic Rock,Drums,,https://www.discogs.com/release/3879942
"Nite-Liters, The",Instrumental Directions,Bakers Instant,RCA Victor,1972,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/599667
Nitzinger,Live Better Electrically,Yellow Dog,20th Century Records,1976,Rock,Hard Rock,Drums,,https://www.discogs.com/release/2250157
No To Co,So What,Saturday To Sunday,Polskie Nagrania Muza,1970,Rock,Folk,Drums,,https://www.discogs.com/release/2636889
No To Co,Zielona Łączka,Z Tamtej Strony Jezioreczka,Pronit,1971,Rock,Folk Rock,Drums,,https://www.discogs.com/release/2538143
Noah,Peaceman's Farm,,Dunhill,1972,Rock,Hard Rock,Drums,,https://www.discogs.com/release/2478034
Nobuo Hara And Sharps & Flats,Modern Jazz Juke Box,Work Song,Philips,1970,Jazz,Big Band,Drums,,https://www.discogs.com/release/13746630
Noel & The Red Wedge,Peer Pressure,Specimen,Scotti Bros. Records,1982,Rock,New Wave,Drums,,https://www.discogs.com/release/2357895
"Noel Redding Band, The",Blowin',I'm Just A Sinner,RCA,1976,Rock,,Drums,,https://www.discogs.com/release/2438086
Nonato E Seu Conjunto,No Balanço Jovem De,,RCA,1978,Latin,,Drums,,https://www.discogs.com/release/4736997
Norman Connors,Passion,"That's The Way Of The World, Welcome To My Life, Samba For Maria",Capitol Records,1988,Jazz,Contemporary R&B,Drums,,https://www.discogs.com/release/1647332
Norman Connors Presents Aquarian Dream,Aquarian Dream,Treat Me Like The One You Love,Buddah Records,1976,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/264197
Norman Whitfield,Car Wash (Original Motion Picture Soundtrack),Rose Royce – Yo Yo,MCA Records,1976,Funk / Soul,Soundtrack,Drums,,https://www.discogs.com/release/1146277
Norrie Paramor & The Midland Radio Orchestra,"Thank You For The Music (Radio 2 Top Tunes, Vol. 5)",,BBC Records,1979,Jazz,Easy Listening,Drums,,https://www.discogs.com/release/2937266
Norsemen,Everybody's Bag,,Not On Label,1971,Jazz,,Drums,,https://www.discogs.com/release/6607174
Northern Lights,Summer '71,Put Your Hand In The Hand,Columbia Special Products,,Funk / Soul,,Drums,,https://www.discogs.com/release/7554770
Nothin' Sirius,Atomic Cafe,Occufuncture,Baby Grand,1978,Jazz,Fusion,Drums,,https://www.discogs.com/release/4174411
Nothin' Sirius,Monkey Business,Nothin' Sirius,Baby Grand,1977,Jazz,Jazz-Rock,Drums,,https://www.discogs.com/release/2634067
November,2:a November,Ganska Långt Från Sergel,Sonet,2012,Rock,Blues Rock,Drums,,https://www.discogs.com/release/3546192
November,En Ny Tid Är Här...,Åttonde,Sonet,2012,Rock,Blues Rock,Drums,,https://www.discogs.com/release/3546181
Novi Singers,"Five, Four, Three","Five, Four, Three",Polskie Nagrania Muza,1974,Jazz,Soul-Jazz,Drums,,https://www.discogs.com/release/1548221
Novo Combo,Novo Combo,"City Bound (""E"" Train), We Need Love, Light Of The World",Polydor,1981,Rock,New Wave,Drums,,https://www.discogs.com/release/2155990
"Now Generation, The",Hits Are Our Business,,Spar Records,1970,Rock,,Drums,,https://www.discogs.com/release/2884474
Nucleus,Snakehips Etcetera,Pussyfoot,Vertigo,1975,Jazz,Fusion,Drums,,https://www.discogs.com/release/465329
Nutshell,Begin Again,,Myrrh,1978,"Folk, World, & Country",Religious,Drums,,https://www.discogs.com/release/2165915
Nymphenburg Strings / Orchester Igor Rosenow,Nymphenburg Strings / Orchester Igor Rosenow,Fountain Lady,Europhon Record,1983,Electronic,Disco,Drums,,https://www.discogs.com/release/8035331
O Ji Ji,The Shadow,The Shadow,Music De Wolfe,1981,Jazz,,Drums,,https://www.discogs.com/release/3708726
O.C.Smith,For Once In My Life,Stormy,CBS,1969,Funk / Soul,Rhythm & Blues,Drums,,https://www.discogs.com/release/1854862
"O'Jays, The",Survival,Give The People What They Want,Philadelphia International Records,1975,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/605180
O'Neal Twins,O'Neal Twins,It's Gonna Rain Again,Shelter Records,1974,Funk / Soul,Gospel,Drums,,https://www.discogs.com/release/2885894
"Oak Ridge Boys, The",Fancy Free,Another Dream Just Came True,MCA Records,1981,"Folk, World, & Country",Country,Drums,,https://www.discogs.com/release/2299930
Ocean,Put Your Hand In The Hand,Put Your Hand In The Hand,Kama Sutra,1971,Pop,Bubblegum,Drums,,https://www.discogs.com/release/2298887
Octobre,Paolino Parc,Nouveau Mouvement,Pathé,1983,Electronic,New Wave,Drums,,https://www.discogs.com/release/1666019
Oddi,3,Dreamin' ,RCA Italiana,1973,Jazz,Easy Listening,Drums,,https://www.discogs.com/release/3216343
Odetta,Odetta Sings,Hit Or Miss,Polydor,1970,Rock,Soft Rock,Drums,,https://www.discogs.com/release/1046712
Odetta,Take Me To The Pilot,Hit Or Miss,Polydor,1970,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/3371178
Odyssey,Happy Together,Together,RCA Victor,1982,Funk / Soul,Disco,Drums,,https://www.discogs.com/release/573612
Ofrenda,Jayeche,Sancocho De Medula,Discomoda,1975,Electronic,Latin,Drums,,https://www.discogs.com/release/4893439
Ogden Edsl Wahalia Blues Ensemble Mondo Bizzario Band,Stuffed,Charnel House,Sunburn Records,1977,Rock,Novelty,Drums,,https://www.discogs.com/release/7546627
Ohio Express,Mercy,Jacksonville Station,Buddah Records,1969,Rock,Pop Rock,Drums,,https://www.discogs.com/release/1391971
Ohio Players,Mr. Mean,"The Controller's Mind, Good Luck Charm",Mercury,1977,Funk / Soul,Soundtrack,Drums,,https://www.discogs.com/release/559399
Ohio Players,Pain,"Never Had A Dream, Singing In The Morning",Westbound Records,1975,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/692220
Ohio Players,Rattlesnake,She Locked It,Westbound Records,1975,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/941225
Ohio Players,Skin Tight,Jive Turkey,Mercury,1974,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/598929
Okko,Sitar & Electronics,Painted Sails On Ganges,BASF,1971,Electronic,Krautrock,Drums,,https://www.discogs.com/release/1283305
Oktober-Klub,Der Oktober-Klub Singt,,AMIGA,1967,Rock,Acoustic,Drums,,https://www.discogs.com/release/1809754
Oktoberklub,Aha,Ein Neues Lied,AMIGA,1973,Pop,Folk,Drums,,https://www.discogs.com/release/1145111
Oliver,The Boss,Boogie Stomp,MCA Records,1982,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1412519
Oliver Cheatham,Saturday Night,Do Me Right,MCA Records,1983,Funk / Soul,Boogie,Drums,,https://www.discogs.com/release/1601672
Oliver Nelson,Skull Session,Flight For Freedom,Flying Dutchman,1975,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/1341203
Olympic,Laboratory,,Supraphon,1985,Rock,Pop Rock,Drums,,https://www.discogs.com/release/4591553
Olympic,Marathón,Černá Kronika,Fax +49-69/450464,1993,Electronic,Trance,Drums,,https://www.discogs.com/release/2053500
Olympic Runners,Don't Let Up,Out Of The Ground,London Records,1976,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/1386342
Olympic Runners,Out In Front,Get This Thing Down,London Records,1975,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/1324675
Olympic Runners,Put The Music Where Your Mouth Is,Sproutin' Out,London Records,1974,Funk / Soul,Funk,Drums,,https://www.discogs.com/release/2939003
"Olympic Runners, The",Put the Music Where Your Mouth Is,Put the Music Where Your Mouth Is,London Records,1974,Funk / Soul,Funk,UBB,,https://www.discogs.com/release/2939003
Omega,Omega 5,A Hazug Lány,Pepita,1973,Rock,Prog Rock,Drums,,https://www.discogs.com/release/1569779
"One O'Clock Lab Band North Texas State University, Neil Slater",Lab 82,,NTSU Lab Jazz,1982,Jazz,Big Band,Drums,,https://www.discogs.com/release/2045464
One Way,Who's Foolin' Who,Cutie Pie,MCA Records,1982,Funk / Soul,Soul,Drums,,https://www.discogs.com/release/1380411
One World,Victory,Freegate,Epic,1984,Rock,Synth-pop,Drums,,https://www.discogs.com/release/647349
Oneness Of Juju,African Rhythms,"African Rhythms, Chants, Poo Too; ""African Rhythms"" is also on Oneness Of Juju's single, Oneness Of Juju – African Rhythms. The drum break can be found on both releases.",Black Fire,1975,Jazz,Jazz-Funk,Drums,,https://www.discogs.com/release/7472635
Opus Avantra,Donella Del Monaco,,Trident,1974,Rock,Avantgarde,Drums,,https://www.discogs.com/release/1917740
"Opus Avantra, Donella Del Monaco",Opus Avantra Donella Del Monaco,Rituale Ashralem,Trident,1974,Rock,Avantgarde,Drums,,https://www.discogs.com/release/1917740
Orange Krush,,Action,Prep Street Records,1982,Funk / Soul,Disco,UBB,,https://www.discogs.com/release/726068
Orchester Bud Taylor,Orchester El Cadiz - Orchester Bud Taylor / El Cadiz,Orchester El Cadiz – Night Lights,Europhon Record,,Jazz,Easy Listening,Drums,,https://www.discogs.com/release/4992573
Orchester Henry May / The Happy Sound Singers,Hammond Party Mit Den Happy Sound Singers,SLOOP JOHN B.,Punkt,1974,Jazz,Easy Listening,Drums,,https://www.discogs.com/release/2526516
Orchester Joachim Kurzweg,Tanz Ohne Pause,,AMIGA,1972,Jazz,Easy Listening,Drums,,https://www.discogs.com/release/506421
Orchester Max Greger,Sax-Appeal,Night Train,Polydor,1971,Jazz,Big Band,Drums,,https://www.discogs.com/release/7279843
Orchester Werner Müller,The Strip Goes On,The Stripper,Decca,1972,Jazz,Soul-Jazz,Drums,,https://www.discogs.com/release/2721447
Orchester Werner Twardy,Weisser Riese In Pop,POPPA JOE,Polydor,1972,Jazz,Easy Listening,Drums,,https://www.discogs.com/release/11400679
Orchestra And Chorus Les Humphries,Singing Revolution,,Decca,1971,Rock,Pop Rock,Drums,,https://www.discogs.com/release/4452504
Orchestra Di Enrico Simonetti,Blue Frog,Blue Frog,Harmony,1975,Electronic,Experimental,Drums,,https://www.discogs.com/release/1354677
Orchestra Harlow Presenta A Ismael Miranda,Orchestra Harlow Presenta A Ismael Miranda ,,Fania Records,1968,Latin,Salsa,Drums,,https://www.discogs.com/release/2662601
